CMDLINE streamlit run app/ui.py
MEM 6.250000 1742067064.7631
MEM 19.000000 1742067064.8635
MEM 26.445312 1742067064.9639
MEM 30.570312 1742067065.0643
MEM 32.320312 1742067065.1647
MEM 32.820312 1742067065.2651
MEM 33.820312 1742067065.3655
MEM 37.089844 1742067065.4659
MEM 42.714844 1742067065.5662
MEM 46.964844 1742067065.6666
MEM 49.839844 1742067065.7670
MEM 54.839844 1742067065.8674
MEM 54.964844 1742067065.9677
MEM 54.964844 1742067066.0679
MEM 54.964844 1742067066.1682
MEM 54.964844 1742067066.2685
MEM 54.964844 1742067066.3688
MEM 54.964844 1742067066.4691
MEM 54.964844 1742067066.5694
MEM 54.964844 1742067066.6697
MEM 54.964844 1742067066.7700
MEM 54.964844 1742067066.8704
MEM 54.964844 1742067066.9708
MEM 54.964844 1742067067.0711
MEM 54.964844 1742067067.1714
MEM 54.964844 1742067067.2717
MEM 54.964844 1742067067.3720
MEM 54.964844 1742067067.4723
MEM 54.964844 1742067067.5726
MEM 54.964844 1742067067.6729
MEM 54.964844 1742067067.7732
MEM 54.964844 1742067067.8735
MEM 54.964844 1742067067.9738
MEM 54.964844 1742067068.0741
MEM 54.964844 1742067068.1744
MEM 54.964844 1742067068.2747
MEM 54.964844 1742067068.3750
MEM 54.964844 1742067068.4753
MEM 54.964844 1742067068.5756
MEM 54.964844 1742067068.6759
MEM 54.964844 1742067068.7763
MEM 54.964844 1742067068.8766
MEM 54.964844 1742067068.9769
MEM 54.964844 1742067069.0772
MEM 54.964844 1742067069.1775
MEM 54.964844 1742067069.2778
MEM 54.964844 1742067069.3781
MEM 54.964844 1742067069.4784
MEM 54.964844 1742067069.5787
MEM 54.964844 1742067069.6790
MEM 54.964844 1742067069.7794
MEM 54.964844 1742067069.8804
MEM 54.964844 1742067069.9807
MEM 54.964844 1742067070.0809
MEM 54.964844 1742067070.1812
MEM 54.964844 1742067070.2815
MEM 54.964844 1742067070.3818
MEM 54.964844 1742067070.4821
MEM 54.964844 1742067070.5825
MEM 54.964844 1742067070.6828
MEM 54.964844 1742067070.7831
MEM 54.964844 1742067070.8834
MEM 54.964844 1742067070.9837
MEM 54.964844 1742067071.0840
MEM 54.964844 1742067071.1843
MEM 54.964844 1742067071.2846
MEM 54.964844 1742067071.3849
MEM 54.964844 1742067071.4852
MEM 54.964844 1742067071.5855
MEM 54.964844 1742067071.6858
MEM 54.964844 1742067071.7861
MEM 54.964844 1742067071.8864
MEM 54.964844 1742067071.9867
MEM 54.964844 1742067072.0870
MEM 54.964844 1742067072.1874
MEM 54.964844 1742067072.2877
MEM 54.964844 1742067072.3880
MEM 54.964844 1742067072.4883
MEM 54.964844 1742067072.5886
MEM 54.964844 1742067072.6889
MEM 54.964844 1742067072.7892
MEM 54.964844 1742067072.8894
MEM 54.964844 1742067072.9898
MEM 54.964844 1742067073.0901
MEM 54.964844 1742067073.1904
MEM 55.589844 1742067073.2907
MEM 55.589844 1742067073.3909
MEM 55.589844 1742067073.4912
MEM 55.589844 1742067073.5915
MEM 55.589844 1742067073.6918
MEM 55.589844 1742067073.7921
MEM 55.589844 1742067073.8923
MEM 55.589844 1742067073.9926
MEM 55.589844 1742067074.0929
MEM 55.589844 1742067074.1933
MEM 55.589844 1742067074.2936
MEM 55.589844 1742067074.3939
MEM 55.589844 1742067074.4942
MEM 55.589844 1742067074.5945
MEM 55.589844 1742067074.6949
MEM 55.589844 1742067074.7954
MEM 55.589844 1742067074.8957
MEM 55.589844 1742067074.9960
MEM 55.589844 1742067075.0965
MEM 55.589844 1742067075.1969
MEM 55.589844 1742067075.2972
MEM 55.589844 1742067075.4005
MEM 55.589844 1742067075.5016
MEM 55.589844 1742067075.6020
MEM 55.589844 1742067075.7022
MEM 55.589844 1742067075.8025
MEM 55.589844 1742067075.9028
