CMDLINE streamlit run app/ui.py
MEM 6.125000 1742067182.7026
MEM 16.625000 1742067182.8030
MEM 21.808594 1742067182.9034
MEM 26.933594 1742067183.0037
MEM 29.433594 1742067183.1043
MEM 30.808594 1742067183.2047
MEM 32.058594 1742067183.3050
MEM 32.683594 1742067183.4055
MEM 33.433594 1742067183.5058
MEM 35.308594 1742067183.6062
MEM 38.035156 1742067183.7070
MEM 42.035156 1742067183.8074
MEM 45.160156 1742067183.9078
MEM 47.410156 1742067184.0082
MEM 50.535156 1742067184.1086
MEM 54.785156 1742067184.2089
MEM 54.785156 1742067184.3091
MEM 54.785156 1742067184.4095
MEM 54.785156 1742067184.5097
MEM 54.785156 1742067184.6100
MEM 54.785156 1742067184.7104
MEM 54.785156 1742067184.8106
MEM 54.785156 1742067184.9110
MEM 54.785156 1742067185.0113
MEM 54.785156 1742067185.1116
MEM 54.785156 1742067185.2119
MEM 54.785156 1742067185.3121
MEM 54.785156 1742067185.4124
MEM 54.785156 1742067185.5127
MEM 54.785156 1742067185.6130
MEM 54.785156 1742067185.7133
MEM 54.785156 1742067185.8136
MEM 54.785156 1742067185.9139
MEM 54.785156 1742067186.0142
MEM 54.785156 1742067186.1144
MEM 54.785156 1742067186.2147
MEM 54.785156 1742067186.3149
MEM 54.785156 1742067186.4152
MEM 54.785156 1742067186.5155
MEM 54.785156 1742067186.6158
MEM 54.785156 1742067186.7161
MEM 54.785156 1742067186.8164
MEM 54.785156 1742067186.9167
MEM 54.785156 1742067187.0170
MEM 54.785156 1742067187.1174
MEM 54.785156 1742067187.2176
MEM 54.785156 1742067187.3179
MEM 54.785156 1742067187.4182
MEM 54.785156 1742067187.5184
MEM 54.785156 1742067187.6187
MEM 54.785156 1742067187.7189
MEM 54.785156 1742067187.8194
MEM 54.785156 1742067187.9196
MEM 54.785156 1742067188.0200
MEM 54.785156 1742067188.1203
MEM 54.785156 1742067188.2206
MEM 54.785156 1742067188.3209
MEM 54.785156 1742067188.4212
MEM 54.785156 1742067188.5215
MEM 54.785156 1742067188.6218
MEM 54.785156 1742067188.7221
MEM 54.785156 1742067188.8223
MEM 54.785156 1742067188.9226
MEM 54.785156 1742067189.0230
MEM 54.785156 1742067189.1233
MEM 54.785156 1742067189.2236
MEM 54.785156 1742067189.3239
MEM 54.785156 1742067189.4242
MEM 54.785156 1742067189.5245
MEM 54.785156 1742067189.6247
MEM 54.785156 1742067189.7250
MEM 55.535156 1742067189.8254
MEM 55.535156 1742067189.9257
MEM 55.535156 1742067190.0260
MEM 55.535156 1742067190.1263
MEM 55.535156 1742067190.2266
MEM 55.535156 1742067190.3269
MEM 55.535156 1742067190.4272
MEM 55.535156 1742067190.5275
MEM 55.535156 1742067190.6277
MEM 55.535156 1742067190.7280
MEM 55.535156 1742067190.8283
MEM 55.535156 1742067190.9286
MEM 55.535156 1742067191.0289
MEM 55.535156 1742067191.1292
MEM 55.535156 1742067191.2295
MEM 55.535156 1742067191.3298
MEM 55.535156 1742067191.4301
MEM 55.535156 1742067191.5304
MEM 55.535156 1742067191.6307
MEM 55.535156 1742067191.7310
MEM 55.535156 1742067191.8312
MEM 55.535156 1742067191.9315
MEM 55.535156 1742067192.0318
MEM 55.535156 1742067192.1321
MEM 55.535156 1742067192.2324
MEM 55.535156 1742067192.3337
MEM 55.535156 1742067192.4340
MEM 55.535156 1742067192.5343
MEM 55.785156 1742067192.6347
MEM 56.785156 1742067192.7351
MEM 58.660156 1742067192.8356
MEM 67.285156 1742067192.9361
MEM 85.535156 1742067193.0365
MEM 100.160156 1742067193.1370
MEM 111.535156 1742067193.2376
MEM 115.285156 1742067193.3380
MEM 118.035156 1742067193.4384
MEM 166.359375 1742067193.5388
MEM 193.859375 1742067193.6392
MEM 195.234375 1742067193.7395
MEM 199.484375 1742067193.8399
MEM 206.109375 1742067193.9403
MEM 208.359375 1742067194.0407
MEM 221.109375 1742067194.1411
MEM 234.859375 1742067194.2416
MEM 248.359375 1742067194.3420
MEM 251.359375 1742067194.4425
MEM 265.609375 1742067194.5429
MEM 271.109375 1742067194.6432
MEM 277.609375 1742067194.7436
