CMDLINE streamlit run app/ui.py
MEM 6.000000 1742067244.8851
MEM 15.500000 1742067244.9855
MEM 22.074219 1742067245.0860
MEM 27.574219 1742067245.1864
MEM 29.449219 1742067245.2868
MEM 31.699219 1742067245.3872
MEM 32.074219 1742067245.4875
MEM 32.699219 1742067245.5879
MEM 33.324219 1742067245.6883
MEM 36.324219 1742067245.7888
MEM 40.199219 1742067245.8892
MEM 44.949219 1742067245.9895
MEM 46.324219 1742067246.0900
MEM 48.324219 1742067246.1904
MEM 52.699219 1742067246.2908
MEM 55.074219 1742067246.3912
MEM 55.324219 1742067246.4915
MEM 55.324219 1742067246.5919
MEM 56.593750 1742067246.6922
MEM 56.593750 1742067246.7935
MEM 56.593750 1742067246.8937
MEM 56.593750 1742067246.9940
MEM 56.593750 1742067247.0943
MEM 56.593750 1742067247.1946
MEM 56.593750 1742067247.2949
MEM 56.593750 1742067247.3952
MEM 56.593750 1742067247.4955
MEM 56.593750 1742067247.5958
MEM 56.593750 1742067247.6961
MEM 56.593750 1742067247.7964
MEM 56.593750 1742067247.8967
MEM 56.593750 1742067247.9970
MEM 56.593750 1742067248.0972
MEM 56.593750 1742067248.1975
MEM 56.593750 1742067248.2978
MEM 56.593750 1742067248.3981
MEM 56.593750 1742067248.4984
MEM 56.593750 1742067248.5987
MEM 56.593750 1742067248.6990
MEM 56.593750 1742067248.7993
MEM 56.593750 1742067248.8996
MEM 56.593750 1742067248.9998
MEM 56.593750 1742067249.1001
MEM 56.593750 1742067249.2004
MEM 56.593750 1742067249.3007
MEM 56.593750 1742067249.4010
MEM 56.593750 1742067249.5013
MEM 56.593750 1742067249.6016
MEM 56.593750 1742067249.7019
MEM 56.593750 1742067249.8022
MEM 56.593750 1742067249.9025
MEM 56.593750 1742067250.0029
MEM 56.593750 1742067250.1032
MEM 56.593750 1742067250.2035
MEM 56.593750 1742067250.3038
MEM 56.593750 1742067250.4041
MEM 56.593750 1742067250.5044
MEM 56.593750 1742067250.6047
MEM 56.593750 1742067250.7050
MEM 56.593750 1742067250.8052
MEM 56.593750 1742067250.9055
MEM 56.593750 1742067251.0058
MEM 56.593750 1742067251.1061
MEM 56.593750 1742067251.2063
MEM 56.593750 1742067251.3066
MEM 56.593750 1742067251.4069
MEM 56.593750 1742067251.5071
MEM 56.593750 1742067251.6075
MEM 56.593750 1742067251.7078
MEM 56.593750 1742067251.8082
MEM 56.593750 1742067251.9086
MEM 56.593750 1742067252.0089
MEM 56.593750 1742067252.1091
MEM 56.593750 1742067252.2094
MEM 56.593750 1742067252.3105
MEM 56.593750 1742067252.4109
MEM 56.593750 1742067252.5113
MEM 56.593750 1742067252.6115
MEM 56.593750 1742067252.7118
MEM 56.593750 1742067252.8121
MEM 56.593750 1742067252.9124
MEM 56.593750 1742067253.0127
MEM 56.593750 1742067253.1130
MEM 56.593750 1742067253.2133
MEM 56.593750 1742067253.3137
MEM 56.593750 1742067253.4140
MEM 56.593750 1742067253.5143
MEM 56.593750 1742067253.6146
MEM 56.593750 1742067253.7149
MEM 56.593750 1742067253.8152
MEM 56.593750 1742067253.9157
MEM 56.593750 1742067254.0159
MEM 56.593750 1742067254.1162
MEM 56.593750 1742067254.2164
MEM 56.593750 1742067254.3167
MEM 56.593750 1742067254.4170
MEM 56.593750 1742067254.5172
MEM 56.593750 1742067254.6175
MEM 56.593750 1742067254.7178
MEM 56.593750 1742067254.8181
MEM 56.593750 1742067254.9184
MEM 56.593750 1742067255.0187
MEM 56.593750 1742067255.1191
MEM 56.593750 1742067255.2194
MEM 56.593750 1742067255.3196
MEM 56.593750 1742067255.4199
MEM 56.593750 1742067255.5202
MEM 56.593750 1742067255.6204
MEM 56.593750 1742067255.7207
MEM 56.593750 1742067255.8210
MEM 56.593750 1742067255.9212
MEM 56.593750 1742067256.0214
MEM 56.593750 1742067256.1217
MEM 56.593750 1742067256.2222
